"","Date","TmaxC","TminC","RHmax","RHmin","SolRadMax","WSmin","WSmax"
"106","04-16","25.935170357143","9.83774357142903","77.5053092619048","30.0852189404762","722.53870095238","1.575142857228","4.94258733086724"
"107","04-17","25.737298452381","9.99464702381005","77.4801627380952","30.5378552380952","718.13819095238","1.313328571386","5.202269228614"
"108","04-18","25.806874761905","9.75120440476201","80.2475891904762","30.8687593511905","724.852515238096","1.56024285693","4.98089491211762"
"109","04-19","25.7318025","9.59528321428604","80.2193681071429","30.8133642547619","726.919128809524","1.277142857079","5.25217591434958"
"110","04-20","26.174536071429","9.44741916666703","81.5158460952381","30.25140975","766.051399761904","1.487871428763","5.16345648790366"
"111","04-21","26.355684166667","9.81234273809503","80.5685545","30.3414988333333","745.864754857142","1.794385714158","4.84571100250866"
"112","04-22","26.38758202381","9.68274250000002","79.9836827976191","29.3771838333333","754.933233333334","1.888042857228","4.15853613086724"
"113","04-23","26.546282857143","9.61424678571404","79.3504929642857","28.8557864880952","764.963493571428","1.758199999851","5.19847594300614"
"114","04-24","26.841242619048","9.82334785714301","77.9634698452381","28.2065113214286","792.694344285714","1.800771428763","5.11988871885604"
"115","04-25","27.203357857143","10.096756428571","76.8202446071429","28.087973952381","778.868377619048","1.394214285693","5.56517713573558"
"116","04-26","27.8102991666671","10.42613797619","76.5158305952381","27.4642705238095","779.222384761904","1.353771428763","5.17340546409414"
"117","04-27","28.433302261905","10.888557261905","76.7478707857143","27.1994557321429","808.171965238096","1.766714285544","4.27844791683696"
"118","04-28","28.719562619048","11.181703452381","76.7857589404762","27.0689085654762","810.165997142858","1.700728571535","4.58719181417928"
"119","04-29","28.787840476191","11.167744642857","78.8343943809524","27.3119780952381","800.708457619048","1.6539","5.13074335"
"120","04-30","28.667637857143","11.119255714286","77.5827806904762","26.7842177738095","814.106242619048","1.639000000149","5.17944665294624"
"121","05-01","28.931422142857","10.940931428571","78.3670735595238","26.546137172619","828.172695714286","1.673057142921","4.73524947945996"
"122","05-02","29.124738928571","11.470050952381","75.364557452381","25.9779761309524","809.180362380952","1.413371428614","5.56040398329076"
"123","05-03","29.212366428571","11.617046428571","75.6290366666667","26.1924117619048","811.994252619048","1.796514285693","4.76925786192604"
"124","05-04","29.107135595238","11.698234761905","76.285689297619","26.9340375","808.52573404762","1.885914285693","4.78328559287842"
"125","05-05","28.99717047619","11.548358214286","75.5144425595238","26.2866406309524","822.85670452381","1.38995714307","4.86932753073952"
"126","05-06","28.871757738095","11.380180119048","74.0676912142857","26.0997876428571","826.25390952381","1.509157142772","5.28684172865658"
"127","05-07","29.234379761905","11.910321309524","72.8933574642857","25.7954624642857","822.752259761904","1.968928571535","4.85053425941738"
"128","05-08","30.124918928571","12.351699285714","72.8677352380952","24.9497590416667","840.554421904762","1.853985714456","5.1280612450678"
"129","05-09","30.946447380952","12.514389761905","72.653048202381","23.8362466964286","864.882421904762","1.777357142772","4.9091637977042"
"130","05-10","31.3029061904761","12.713377261905","71.9914215","23.4038978333333","859.03019595238","1.549600000149","5.1196668903272"
"131","05-11","31.59992","12.959555","71.8658287261905","23.5574809880952","860.08170547619","1.611328571535","5.0544830689412"
"132","05-12","31.822819761905","13.185995238095","70.3015614880952","23.1387153083333","858.189382619048","1.600685714307","5.13141694759776"
"133","05-13","32.428949285714","13.275086904762","69.2107181785714","21.7734801964286","874.519806904762","1.504900000149","4.50323957604148"
"134","05-14","32.88052547619","13.593612738095","68.7597063571429","21.2390632142857","883.46287595238","1.579399999851","3.9340707906252"
"135","05-15","32.728243690476","13.519721904762","69.0040693809524","21.8114235714286","872.435993809524","1.687957142772","4.45916909056134"
"136","05-16","32.74861","13.716700357143","66.9920383809524","21.3679100535714","873.778106428572","1.817800000149","4.69263968318434"
"137","05-17","33.047989642857","13.755298690476","66.0896823452381","20.6150950238095","889.388325714286","1.536828571386","4.577141628614"
"138","05-18","33.561684642857","13.848270833333","65.9036643095238","19.8576698571429","891.717711428572","1.645385714307","4.580018585693"
"139","05-19","33.666972738095","13.980633452381","67.1164832857143","20.1505782797619","882.799831190476","1.696471428465","4.3753550120112"
"140","05-20","33.628201071429","13.978402738095","67.8671504047619","20.9570150833333","892.51751452381","2.117928571386","3.50174565004258"
"141","05-21","33.499059761905","14.132555833333","69.043740952381","21.2649339047619","881.010020238096","1.968928571535","3.86792468560786"
"142","05-22","33.4466815476191","14.471313452381","69.8808541904762","22.2345995","875.519945","1.796514285693","4.23894199049748"
"143","05-23","33.710137857143","14.58730952381","69.2988467380952","21.7890601428571","879.382591428572","1.562371428465","4.7076507810588"
"144","05-24","34.137042142857","14.982466785714","68.4974484642857","21.4862903928571","885.646758809524","1.7433","4.42765130714286"
"145","05-25","34.430273690476","15.142511904762","69.192476047619","21.6668195595238","895.262236904762","1.555985714307","4.39029440950252"
"146","05-26","34.686339047619","15.311332380952","68.8186221309524","21.7668518988095","894.692238333334","1.685828571237","4.10620409304872"
"147","05-27","35.299553690476","15.551489642857","67.1961146309524","20.411363702381","901.583385714286","1.896557142921","3.87349519279328"
"148","05-28","35.393005238095","15.914215119048","66.3394384880952","20.5147312321429","899.865506428572","2.045557142772","3.71941524532324"
"149","05-29","35.448460833333","15.949048571429","66.5502150714286","20.516474827381","907.48538547619","1.64964285693","4.25536701211762"
"150","05-30","35.445072738095","15.703363690476","66.4434497261905","20.1243916845238","916.306358571428","1.675185714456","4.28834881411542"
"151","05-31","35.799708809524","15.9715755952381","65.5148769761905","19.8487503452381","917.867776666666","1.306942857228","5.03901834039104"
"152","06-01","36.204808809524","15.831190119048","67.3364989642857","19.7627718690476","924.494893809524","1.92635714307","4.24090592597762"
"153","06-02","36.04794202381","16.068113452381","67.1252255476191","20.2421646547619","912.997282619048","1.73904285693","4.66581904307"
"154","06-03","35.97924","15.9171825","66.6892776785714","19.867855327381","919.219698571428","1.762457142921","4.88643440469804"
"155","06-04","35.812440595238","15.846725714286","66.4591346190476","19.9226031428571","907.07292404762","1.830571428465","5.17581405248738"
"156","06-05","35.589649285714","15.926400714286","66.4076237023809","20.3224784761905","908.64599904762","2.24394","4.41699204761904"
"157","06-06","35.514940714286","16.25941","66.7930766309524","21.1259112380952","903.191855","1.901985","4.41235308809524"
"158","06-07","35.821642738095","16.39523797619","65.49271975","20.5228552559524","921.060492857142","2.098665","4.51430985238096"
"159","06-08","36.430979404762","16.729810833333","63.8801713095238","19.7136359047619","918.128485714286","1.66284","4.7778467095238"
"160","06-09","36.671303571429","17.036061190476","62.9152665595238","19.3997994107143","906.266883809524","1.55556","5.20558527857142"
"161","06-10","36.643208571429","16.950890833333","63.6926335833333","19.8438807654762","911.700347619048","1.727655","5.01042978095238"
"162","06-11","36.977045714286","17.040000238095","62.2438574404762","19.1425709047619","907.903307857142","1.79694","4.10707345714286"
"163","06-12","37.603959642857","17.351864166667","62.2785409047619","18.559639827381","924.864933571428","1.913585714307","3.89742463331204"
"164","06-13","37.65859047619","17.567124166667","61.1518959047619","17.9886851904762","921.008346190476","1.592171428614","4.09648280233838"
"165","06-14","37.645899404762","17.746305595238","61.3660398333333","18.1969730892857","934.783431190476","1.619842857228","4.41947082610534"
"166","06-15","37.678548690476","17.869381904762","61.2830871547619","18.863284125","928.470318571428","1.589085","4.69214611428572"
"167","06-16","37.726026547619","17.749528214286","61.4086466428571","18.5790629761905","937.60305595238","1.4304","4.44772811428572"
"168","06-17","37.618116190476","17.745400833333","61.5374038452381","18.4417544702381","926.013238333334","1.172842857228","4.84253216181962"
"169","06-18","37.6937625","17.4379647619051","62.3239043214286","18.1889929047619","931.73555595238","1.468714285842","4.77650423082466"
"170","06-19","37.877948571429","17.591716904762","61.5848219642857","18.0259463928571","943.019803809524","1.500642857079","4.13333920482576"
"171","06-20","38.37209202381","18.113614166667","60.9215701666667","18.329086077381","914.476013571428","1.413371428614","3.81571810710028"
"172","06-21","38.5663503571431","18.419600833333","61.550739797619","18.576584797619","925.81185952381","1.511285714307","4.03466885712158"
"173","06-22","38.740392380952","18.337345714286","62.8168263452381","18.4047526964286","932.847756666666","1.43465714307","3.9076322164538"
"174","06-23","38.751698809524","18.339695833333","63.2138554642857","18.5004005833333","928.772544285714","1.441042857228","4.13703428086724"
"175","06-24","38.903508690476","18.325216309524","64.0075876190476","18.6381584940476","922.828361428572","1.4751","3.87467320238096"
"176","06-25","39.227587023809","18.809001309524","62.60039025","18.412764875","926.00409904762","1.656028571535","3.761203128465"
"177","06-26","39.282543333333","18.753844047619","63.3446051071429","18.6076619702381","926.240875238096","1.400599999851","4.0234240049109"
"178","06-27","39.363549880952","18.893387380952","62.0334649880952","18.3102469166667","926.122553095238","1.204771428465","4.2223686762969"
"179","06-28","39.496221190476","18.991360952381","61.4359273095238","18.0987400238095","934.349712857142","1.413371428614","4.141884821386"
"180","06-29","39.639673333333","19.2676025","62.1495625357143","18.6437496845238","931.82078","1.48851","4.09909942619048"
"181","06-30","39.801983928571","19.319416071429","63.0038188690476","18.5125386488095","929.928710714286","1.555985714307","4.03221185712158"
"182","07-01","39.891300833333","19.546668928571","62.1171193095238","18.588662452381","914.367065714286","1.453814285544","4.27666756683696"
"183","07-02","39.943065595238","19.534159880952","62.5388991785714","18.5931050952381","912.242723095238","1.366542857079","4.403685292921"
"184","07-03","40.064633928571","19.752240714286","63.6450304404762","19.1634651011905","897.361207857142","1.185614285544","4.69811453350362"
"185","07-04","40.015160119048","19.637660714286","66.2540908571429","20.0223169047619","884.592512238096","1.547471428614","4.24156564757648"
"186","07-05","40.263141071429","20.225793690476","64.742798047619","19.8239842559524","897.470695714286","1.275014285544","4.53148951683696"
"187","07-06","40.28379047619","20.23841202381","66.4397954047619","20.2669665119048","911.638566428572","1.472971428465","4.50853138582072"
"188","07-07","40.21157047619","20.175032142857","67.3227438690476","20.4868101071429","912.021827619048","1.270757142921","4.93858478326948"
"189","07-08","40.282485595238","20.269865595238","66.442129047619","20.3937488690476","893.349533571428","1.189871428614","4.79178443567172"
"190","07-09","40.47555702381","20.333030833333","66.9196154880952","20.3693865297619","902.822094761904","1.081314285693","4.91214419287842"
"191","07-10","40.56699702381","20.549392738095","66.2835458452381","20.3978191130952","901.87825595238","1.294065","4.63957355"
"192","07-11","40.700895952381","20.846570714286","65.1321617619048","20.1934135654762","895.624544761904","1.347705","4.74281470714286"
"193","07-12","40.708413452381","20.858841904762","64.8996239761905","19.9239295833333","896.717503333334","1.164435","4.85623478095238"
"194","07-13","40.445427857143","20.897772261905","63.6372290119048","19.967062047619","897.875607857142","1.303005","5.0945414595238"
"195","07-14","40.561964047619","20.901011547619","63.398631547619","19.6201959083333","896.364701666666","1.100471428614","5.07188128329076"
"196","07-15","40.528174404762","20.92785047619","63.8163749404762","19.943975327381","897.004123809524","1.243085714307","4.61468256426442"
"197","07-16","40.617725357143","21.03687797619","63.5621648333333","19.8042427738095","893.564107380952","1.24734285693","4.77498158116524"
"198","07-17","40.860767142857","21.229521785714","62.8632112380952","19.416332922619","898.297302619048","1.38144285693","4.50069765497476"
"199","07-18","41.016616904762","21.429847857143","62.0154576666667","19.1350303869048","883.100432857142","1.253728571535","4.52983182608404"
"200","07-19","41.307085119048","21.632954880952","60.7603649047619","18.9310806845238","894.008235714286","1.21584","4.56392752380952"
"201","07-20","41.51788952381","21.676026666667","60.4017368452381","18.585203327381","891.759928809524","1.421885714307","4.44032362855014"
"202","07-21","41.427814047619","21.742176666667","60.390976952381","18.7094385833333","893.375252142858","1.372928571237","4.464683328763"
"203","07-22","41.379467857143","21.66225952381","59.5276924642857","18.4392282083333","887.742175714286","1.464457142772","4.27332594294228"
"204","07-23","41.256651309524","21.847953452381","59.0110799047619","18.6339231666667","890.033085714286","1.306942857228","4.6396939522958"
"205","07-24","41.367049880952","21.845104285714","58.86039825","18.2046433988095","882.485433333334","1.189871428614","4.63125718805266"
"206","07-25","41.200267380952","21.875116547619","59.4210580357143","18.758235202381","883.200582857142","1.083442857228","4.64561585705772"
"207","07-26","41.21843547619","21.727051190476","60.7933391785714","18.8210641785714","875.350392619048","0.951471428763","4.88618998790366"
"208","07-27","41.335680476191","21.869460952381","59.6794090833333","18.7096777261905","874.694160238096","0.994042857228","4.76750661181962"
"209","07-28","41.478213690476","21.823457142857","59.5416152738095","18.3428571309524","862.527110952382","1.0281","4.5995297547619"
"210","07-29","41.701716785714","22.211128690476","57.3532197857143","17.6270687797619","861.195437857142","1.387828571535","4.23279676179834"
"211","07-30","41.52438297619","21.956989642857","60.6530423452381","18.6698426369048","863.56990404762","0.991914285693","4.63489529049748"
"212","07-31","41.499120119048","21.897265595238","60.6993952619048","18.7771966428571","865.907471190476","1.128142857228","4.40487416181962"
"213","08-01","41.571296666667","21.864433928571","59.9928113571429","18.48151125","866.264648095238","1.209028571535","4.4249626832269"
"214","08-02","41.787861190476","22.112622261905","58.7935546309524","18.1309422261905","852.66341952381","1.049385714456","4.60183636649638"
"215","08-03","41.88346202381","22.149485","59.5430213809524","18.4033567857143","856.275469285714","1.140914285544","4.53018440731314"
"216","08-04","41.993103333333","22.12949452381","61.0082450357143","18.5551468928571","866.277063095238","1.106857142772","4.44258952389466"
"217","08-05","41.695984642857","22.129441071429","60.9942227380952","19.065126","855.358192619048","1.266499999851","4.42165028110138"
"218","08-06","41.401521904762","21.894305238095","63.0586029761905","19.6898109904762","854.556546666666","1.319714285544","4.3297613239798"
"219","08-07","41.223728095238","21.754958452381","62.9353576428571","19.7227495416667","840.471438571428","1.185614285544","4.45188468112266"
"220","08-08","41.295330357143","21.561660595238","61.972333","19.1936312142857","840.320701190476","1.228185714456","4.37621188316304"
"221","08-09","41.057818690476","21.265883333333","62.86411325","19.2124821547619","841.465579285714","1.081314285693","4.55454824525938"
"222","08-10","41.070593690476","21.231551785714","62.91828575","18.9579664047619","842.182832142858","1.096214285544","4.62885715255124"
"223","08-11","41.143691309524","21.42941797619","62.0935964166667","18.8075951904762","838.95261904762","1.128142857228","4.71662094515296"
"224","08-12","41.112765119048","21.392454404762","61.4673775119048","18.6493520238095","829.26000595238","1.0281","4.73678842380952"
"225","08-13","41.066585119048","21.430675952381","62.5655219166667","19.2014200761905","817.083983095238","0.98765714307","4.79795019978714"
"226","08-14","41.019447261905","21.331638809524","63.9232326071429","19.4192222857143","822.532816428572","1.062157142772","4.87758160960896"
"227","08-15","40.60274047619","21.088045714286","63.6030846666667","19.7904433511905","814.981545","1.134528571386","4.82436187147114"
"228","08-16","40.234743690476","20.840338214286","64.5341256785714","20.1955849107143","807.323328571428","1.083442857228","4.7512861522958"
"229","08-17","40.043727619048","20.769888095238","66.1608955952381","20.8297833535714","807.424462380952","1.098342857079","5.06079681911148"
"230","08-18","40.028571547619","20.548661547619","66.1526212619048","20.2715056333333","805.832792619048","1.128142857228","5.04810216420058"
"231","08-19","39.747333095238","20.542044404762","65.2723804285714","20.5241330559524","802.108208571428","1.123885714158","5.02444544298486"
"232","08-20","39.507905238095","20.304093809524","65.5349065952381","20.5911158690476","793.701445","1.039275","4.87941788333334"
"233","08-21","39.45954797619","20.238309047619","65.7521507619048","20.782014577381","788.79862547619","0.914115","5.06757880714286"
"234","08-22","39.716918214286","20.33646702381","66.4605826904762","20.697549297619","797.200347142858","1.12197","4.64210608333334"
