"","Date","TmaxC","TminC","RHmax","RHmin","SolRadMax","WSmin","WSmax"
"22","01-22","17.046102380952","6.98002595238103","93.7552635595238","58.1896562142857","272.119671166666","1.106857142772","4.38680078032324"
"23","01-23","17.394311904762","7.09735297619","91.9583980595238","56.6026548333333","270.229679690476","0.953599999851","4.63127741348234"
"24","01-24","17.652382380952","7.43946940476201","92.6963384047619","56.5113278690476","268.987385833334","1.081314285693","4.65437626025938"
"25","01-25","17.5603195238101","6.79298785714303","92.6284472857143","55.5003472142857","267.759671119048","0.998299999851","4.86643888419662"
"26","01-26","17.137442738095","7.14293880952403","90.4097345119048","56.649810202381","280.048225928572","0.994042857228","4.49868689158152"
"27","01-27","17.526693809524","7.33996166666702","91.1869658690476","56.1407593095238","278.52929954762","1.153685714307","4.6521932759311"
"28","01-28","17.63224297619","7.20967547619","91.8900665119048","55.1842725833333","295.990874119048","0.996171428763","4.99405103837986"
"29","01-29","17.911775","7.28965904761901","90.0675343333333","52.9519450357143","294.540441333334","0.996171428763","5.09686077837986"
"30","01-30","18.009435595238","6.96222107142904","92.3718371190476","52.8199798333333","298.690451857142","1.185614285544","4.3053107896941"
"31","01-31","17.74845547619","7.1609775","89.6301043928571","54.2960099880952","300.93234747619","1.1175","4.6349745302381"
"32","02-01","18.060878452381","6.60039761904801","90.9114579285714","52.0266200357143","317.486868738096","0.977014285842","4.61264480225324"
"33","02-02","18.372171785714","7.22922654761902","87.9786755238095","50.271039702381","326.911645666666","1.138785714456","4.582342840544"
"34","02-03","18.284440833333","7.40242476190502","90.2925395238095","52.0404008690476","307.945042666666","1.06854285693","4.51118969187952"
"35","02-04","18.163273452381","7.45041595238104","89.1490102619048","52.6078542142857","304.459374285714","0.977014285842","5.44697821177704"
"36","02-05","18.2888675","7.63341178571403","88.3023257619048","52.6158068214286","326.854336428572","1.091957142921","4.504420082079"
"37","02-06","18.407601904762","7.21447059523803","87.6185449880952","50.4004568095238","340.578907904762","1.155814285842","4.31804815272942"
"38","02-07","18.538292738095","7.14239797619103","88.6817980238095","50.7429391904762","333.69523395238","1.209028571535","4.21808927084596"
"39","02-08","18.836526071429","7.31299511904803","88.7941609285714","49.784071797619","333.32212147619","0.994042857228","4.53870043705772"
"40","02-09","19.699271666667","7.50300440476201","86.90689775","46.2950250952381","353.695318095238","1.277142857079","4.3082270881591"
"41","02-10","19.511821547619","7.602423928571","87.0816917619048","47.9109911904762","356.18060795238","1.098342857079","4.45803410149242"
"42","02-11","19.793940476191","7.48182440476205","89.2082385357143","48.2342796309524","358.682888190476","1.066414285842","4.32333434677704"
"43","02-12","19.853597142857","7.87695119047601","88.8461480357143","48.638925702381","353.161119119048","0.968500000149","4.39711348247004"
"44","02-13","20.154981904762","7.90003511904803","88.4525405595238","47.9776567857143","335.597515714286","1.192000000149","4.27224896770814"
"45","02-14","20.058115","7.63278428571402","87.7157485952381","48.0151299880952","353.468669261904","1.115371428465","4.8321912820112"
"46","02-15","19.782769404762","7.79750559523802","88.0157476190476","48.42400125","349.046771142858","0.947214285693","4.33813511549748"
"47","02-16","19.812736904762","8.20368500000001","87.9124284285714","49.5191167261905","349.554618119048","0.947214285693","4.5217711190689"
"48","02-17","19.8647375","7.92426785714304","90.3123508214286","50.3230774047619","346.444174261904","1.045128571386","4.39455054432828"
"49","02-18","19.89240797619","8.15807773809502","89.2504417380952","50.3330959047619","360.131679880952","0.957857142921","4.32172625374566"
"50","02-19","19.7104327380951","8.26436190476204","89.8160685238095","51.9674644285714","341.959208","1.323971428614","4.23126194876696"
"51","02-20","19.685848928571","8.80767309523804","88.3928262619048","52.6066786785714","349.452903785714","1.066414285842","4.80012014296752"
"52","02-21","20.237071190476","8.61039202381005","90.4619591428571","51.9547843571429","359.549200642858","1.243085714307","4.38646303235966"
"53","02-22","20.152305119048","8.32820607142901","90.5536963809524","51.6396963095238","364.654835357142","1.096214285544","4.6052620189798"
"54","02-23","20.012708452381","7.96737488095204","90.7310066309524","50.783714952381","393.89511195238","1.106857142772","4.30735901508514"
"55","02-24","20.12385202381","8.36079333333305","88.3400595952381","50.0835954761905","397.680360190476","1.260114285693","3.97929205787842"
"56","02-25","20.145410357143","8.74148226190505","87.781866","50.9501396309524","387.360098404762","1.06854285693","4.36884861378428"
"57","02-26","20.149574047619","8.47285309523801","89.2811428809524","50.7927746071429","396.398936785714","1.102600000149","4.33719390794624"
"58","02-27","20.262816904762","8.61241035714301","87.5723798809524","49.7919654166667","426.902098","1.108985714307","4.27202347497872"
"59","02-28","20.794367619048","8.44407511904802","87.9156050357143","48.4194341547619","435.825489619048","1.160071428465","3.84808008605882"
"60","03-01","20.972921785714","8.408847619048","91.8241692142857","49.8179112261905","427.801185214286","1.051514285544","4.327424514456"
"61","03-02","20.474958333333","8.56018821428603","92.1331972857143","51.6217101071429","432.100514571428","1.417628571237","4.22140054542966"
"62","03-03","20.628472619048","8.35252345238104","92.6186832380952","50.8795789642857","442.737493571428","1.147300000149","4.0164956546129"
"63","03-04","20.906745238095","8.271078452381","93.5535111071429","50.3888843571429","459.625246095238","1.187742857079","3.63393561434958"
"64","03-05","20.780544285714","8.255015833333","92.4001072619048","50.440270047619","453.825478809524","1.123885714158","4.77642471441342"
"65","03-06","20.297158214286","8.41519083333304","92.2033983690476","51.5774875119048","465.174669285714","1.045128571386","4.4378359190902"
"66","03-07","20.81493547619","7.95196333333303","94.4760960595238","50.8468258095238","476.568068904762","1.036614285693","4.03990676787842"
"67","03-08","20.668232857143","8.36449285714303","92.3139958690476","50.9168432619048","478.558045714286","0.957857142921","4.72977822374566"
"68","03-09","20.51178202381","8.24983000000003","92.1101121190476","50.7525693095238","488.821987261904","1.194128571237","4.60879869066776"
"69","03-10","20.833039761905","7.96550714285701","92.1345813452381","49.2546558809524","522.238659071428","1.134528571386","4.6189493190902"
"70","03-11","21.125738690476","8.625897857143","90.73400975","49.469552952381","505.365033428572","1.111114285842","4.224707089158"
"71","03-12","21.268031309524","8.602869642857","91.2695505238095","49.1153212261905","525.04469347619","1.0728","4.54869325"
"72","03-13","21.363480595238","9.04068940476202","88.2907242619048","48.129307047619","517.44167895238","1.100471428614","4.45148064257648"
"73","03-14","21.342769047619","8.48808702381001","91.4553869523809","48.7561974880952","525.463602761904","1.145171428614","4.27384338329076"
"74","03-15","21.833810357143","8.36356190476204","91.0415826904762","46.7541550714286","551.77026952381","1.11324285693","4.08812015021286"
"75","03-16","22.07314452381","8.37475047619","91.1987544047619","46.2088965952381","538.831563595238","1.209028571535","4.45985351989358"
"76","03-17","22.333773214286","8.31553083333301","90.7155048095238","44.9615965","561.639436428572","0.864199999851","4.56216628348234"
"77","03-18","22.024749285714","7.98318238095203","91.9641465595238","45.56981575","555.756471309524","0.998299999851","4.16930097633948"
"78","03-19","22.299298928571","8.05242833333301","91.7190783214286","44.8341724404762","574.770109285714","1.151557142772","4.12192185627562"
"79","03-20","22.431915952381","8.40278535714305","90.7641295119048","44.8633468095238","584.217617619048","1.228185714456","3.9999964403059"
"80","03-21","23.035993690476","8.50246083333303","89.9793718333333","43.2671330952381","590.827359761904","1.0728","4.28490856428572"
"81","03-22","23.114996785714","8.61474416666704","89.9189509285714","43.5419767857143","584.90626104762","1.2516","4.17698190238096"
"82","03-23","22.940645357143","8.73989333333304","89.1340074047619","43.5081566428571","556.18442847619","1.15794285693","4.44339491926048"
"83","03-24","22.731015119048","8.78043904761904","88.7870180119048","44.0043164761905","555.998867238096","0.97914285693","4.72356580973666"
"84","03-25","22.778288095238","8.15852571428604","90.3761802857143","42.9982158452381","578.433360714286","1.102600000149","4.2612419903272"
"85","03-26","22.784852738095","8.44953761904804","89.6549259285714","43.6258268452381","587.355109285714","1.155814285842","4.50572631653896"
"86","03-27","22.944780238095","8.38936107142905","90.9074537619048","42.8110401428571","567.927511309524","1.15794285693","4.03353711449858"
"87","03-28","23.075195595238","8.57191976190501","89.4503947619048","42.4995540238095","599.857238095238","1.189871428614","4.4732748761479"
"88","03-29","23.664729285714","8.03382023809502","90.4999565","40.7213786547619","621.98518","1.12175714307","4.53742205693"
"89","03-30","23.954849047619","8.47512488095202","88.7273326666667","40.6574446785714","628.016585238096","1.185614285544","4.55382463826552"
"90","03-31","23.923694880952","8.53562309523801","88.1197932976191","40.64044125","622.199277380952","1.172842857228","4.523243042772"
"91","04-01","24.192771904762","8.63501714285701","89.7071191904762","40.9688643333333","642.271143666666","1.126014285693","4.3522351595451"
"92","04-02","24.380785714286","8.918863809524","88.8086167142857","40.7640849880952","629.736300595238","1.232442857079","4.35199056434958"
"93","04-03","24.612913095238","8.613075952381","90.6425808571429","40.64364675","649.387661571428","1.102600000149","4.53129678794624"
"94","04-04","24.1381275","8.61436404761901","90.0676835119048","41.4148986190476","626.514143714286","1.07705714307","4.16069552597762"
"95","04-05","24.221836190476","8.224283214286","91.1031776071429","40.4267469285714","649.745225142858","0.981271428465","4.42547864534452"
"96","04-06","24.437558214286","8.26453607142901","90.617212797619","39.8953614761905","642.425735857142","0.953599999851","4.58717096681566"
"97","04-07","24.598512261905","8.671402142857","88.1054203214286","39.6647959880952","670.941462857142","1.07705714307","4.25678535693"
"98","04-08","24.965160595238","8.85992630952404","87.6093194880952","39.3121909285714","681.58959452381","1.096214285544","4.11431805017028"
"99","04-09","24.559660595238","8.68013833333305","89.9089936666667","40.3995865833333","664.000870238096","1.081314285693","4.33364423811652"
"100","04-10","24.200674642857","8.37913523809505","90.9388822380952","40.7937401785714","679.959948571428","1.02384285693","4.27554010973666"
"101","04-11","23.727038333333","8.36086333333304","90.1753822619048","41.7592083333333","658.572068809524","1.275014285544","4.49786024540838"
"102","04-12","23.127052619048","8.08107333333299","90.5109479285714","42.6090801428571","673.886136666666","1.194128571237","4.3058523382868"
"103","04-13","23.199159166667","8.57289511904804","89.1430539047619","42.5991703809524","663.98589202381","0.894","4.62976489285714"
"104","04-14","23.410824404762","8.335296904762","90.3350245595238","42.3868571666667","678.378578571428","0.85355714307","4.3996181116919"
"105","04-15","23.866931309524","8.48616107142902","89.8386451547619","42.2384337738095","681.44691704762","1.147300000149","4.80241025699386"
"106","04-16","24.322603571429","8.97700130952404","86.1023186666667","40.0707364761905","699.014877380952","0.925928571237","4.95482405257252"
"107","04-17","24.817974761905","9.11345404761903","86.23434125","39.4274248571429","720.121662619048","0.972757142772","4.85628337865658"
"108","04-18","25.191305952381","9.31201892857104","86.7287037738095","39.3626182261905","712.331794285714","0.994042857228","4.32288259991486"
"109","04-19","24.999740833333","9.30170035714303","87.7658298571429","40.2668073333333","708.60994452381","1.038742857228","4.5870108022958"
"110","04-20","24.906591071429","9.27559714285701","87.5801108095238","40.4137093690476","726.327731666666","1.040871428763","4.25239146409414"
"111","04-21","24.786193809524","9.317027142857","87.3100075119048","40.6531788809524","710.687445238096","1.015328571237","4.64768224304872"
"112","04-22","24.982691547619","9.26452773809501","85.8781812738095","39.6292609404762","736.09960452381","1.040871428763","4.9211580307608"
"113","04-23","24.985289523809","9.49193321428601","85.6934038809524","40.2029546904762","745.666122380952","1.209028571535","4.47197676489358"
"114","04-24","25.703438928571","9.42075500000004","86.5376277380952","38.9595239880952","741.638789285714","1.108985714307","4.32850371188348"
"115","04-25","26.285380952381","9.81795","85.6096268095238","38.6944296428571","767.360667142858","1.034485714158","4.37632831679438"
"116","04-26","26.016244523809","9.41854619047604","87.634902","38.2529418452381","764.425948333334","1.021714285842","4.47010752130086"
"117","04-27","25.915829404762","9.68305809523804","85.7165188214286","38.1711926309524","757.203701428572","1.055771428614","4.78569149519552"
"118","04-28","26.118454285714","9.76483619047605","84.7612799166667","37.4014757857143","779.036037857142","1.132399999851","4.547534000149"
"119","04-29","26.5170514285711","9.79350702381004","85.6163721309524","37.0560038928571","777.962457142858","1.079185714158","4.70069745012772"
"120","04-30","26.946526190476","10.431106071429","81.41358225","36.2694172380952","782.704021190476","1.017457142772","4.50889652151372"
"121","05-01","27.277558214286","10.238685595238","82.6180995833333","35.5252540952381","801.665638333334","0.985528571535","4.41147019989358"
"122","05-02","27.395810357143","10.356960119048","84.1746536785714","35.5113505833333","807.863253095238","0.97914285693","4.29045381926048"
"123","05-03","27.677236428571","10.616775595238","81.8632310238095","34.9995151309524","797.746604761904","1.055771428614","4.40782900233838"
"124","05-04","27.199159285714","10.639153095238","80.5938071428571","35.7724357142857","809.307483571428","0.896128571535","4.57356935227452"
"125","05-05","27.138750833333","10.622299404762","83.7294775","36.8182939404762","790.94865952381","0.838657142772","4.6255467667518"
"126","05-06","27.835518214286","10.883403214286","81.6437628690476","34.8408824047619","833.766744761904","1.019585714307","4.4208486404549"
"127","05-07","28.377103809524","10.645003095238","82.4044546071429","33.3053991666667","841.337819761904","0.968500000149","4.49033626175576"
"128","05-08","28.348374404762","10.755640357143","83.5127915238095","34.3187859404762","839.839577142858","1.002557142921","4.37046090945996"
"129","05-09","28.4642125","11.128578928571","82.2183317857143","34.11025875","828.610286904762","1.094085714456","4.5196501807821"
"130","05-10","29.036668928571","11.417208571429","79.32111225","32.7577365","830.542981666666","1.025971428465","4.77392150248738"
"131","05-11","29.369978571429","11.67152547619","78.1296368571429","31.5110719761905","835.816872619048","0.957857142921","4.65122147374566"
"132","05-12","29.4325029761901","11.879994166667","78.3340698571429","32.0989830476191","806.49660595238","0.793957142772","4.6081223667518"
"133","05-13","29.495278571429","12.072109285714","78.4019648928571","32.486129","827.713280238096","0.838657142772","4.68272418579942"
"134","05-14","29.823832380952","12.043103095238","78.9388635833333","32.5807239047619","831.866021071428","0.80885714307","4.84308120693"
"135","05-15","29.726815952381","11.867962738095","79.8911099166667","32.48519625","835.144833095238","0.959985714456","4.39740380697258"
"136","05-16","29.83530452381","12.269766190476","78.267475297619","31.9705534880952","828.610382857142","0.891871428465","4.30650059058262"
"137","05-17","29.6171798809521","12.382784880952","77.8011800714286","32.3786342261905","800.341137142858","0.911028571386","4.5684372881378"
"138","05-18","29.722442619048","12.519513571429","76.9643214404762","32.3808648095238","821.285997380952","0.881228571237","4.63468649781062"
"139","05-19","29.840699285714","12.628231547619","78.408384","32.9489495","822.704477619048","0.913157142921","4.33486311422186"
"140","05-20","29.408146071429","12.781819642857","79.6947401666667","33.8739048571429","801.940305","0.874842857079","4.4692820976829"
"141","05-21","29.413260119048","12.421965714286","80.1943982261905","33.5416158571429","814.709460714286","0.994042857228","4.51157607848628"
"142","05-22","30.16837","12.76483702381","78.2417681904762","32.2571751071429","834.399311904762","1.006814285544","4.27591696207504"
"143","05-23","30.841352023809","12.845112619048","81.734395","31.8896954047619","835.062515","0.977014285842","4.34529310701514"
"144","05-24","30.662299285714","12.832951309524","82.688218047619","32.5411119404762","853.830833571428","0.913157142921","4.56238622612662"
"145","05-25","30.744793809524","13.008321071429","81.2807344880952","31.9882879404762","847.185035714286","0.876971428614","4.5223151666241"
"146","05-26","30.544000833333","12.722112857143","83.3337574404762","32.5358392738095","859.139856666666","0.925928571237","4.23706575019158"
"147","05-27","30.643624404762","13.0718625","81.7037256904762","32.2039955238095","856.37521547619","1.03235714307","4.21857909502524"
"148","05-28","31.350252857143","13.397807380952","80.2219370595238","31.0986011904762","874.737002619048","0.862071428763","4.56118717837986"
"149","05-29","31.703676190476","13.737394404762","80.3991104047619","31.2647168690476","869.369075","0.776928571386","4.51733895956638"
"150","05-30","31.5317496428571","13.719098928571","80.8316421785714","31.7017124642857","877.866569761904","0.970628571237","4.26303220733442"
"151","05-31","31.292535357143","13.616273571429","80.6689625357143","32.2168116547619","874.341297380952","0.864199999851","4.33027985729186"
"152","06-01","31.529928571429","13.5689625","82.8352071190476","31.76225325","859.93176452381","0.857814285693","4.36224703097366"
"153","06-02","31.157015","13.548675357143","82.5326464880952","32.2908274761905","862.910032857142","0.815242857228","4.30732637372438"
"154","06-03","31.334292857143","13.52374702381","82.2907923809524","31.573993297619","852.51744595238","0.936571428465","4.35071220010642"
"155","06-04","31.917183333333","13.590807738095","82.0318780119048","30.3749923452381","885.249696428572","0.830142857079","4.44300344530196"
"156","06-05","32.16755047619","13.910435238095","80.9169944166667","30.1830940119048","888.957018571428","1.051514285544","4.22925493826552"
"157","06-06","32.29094297619","14.313309285714","78.9166548095238","30.0751803809524","895.03662452381","0.906771428763","4.41263539504652"
"158","06-07","32.354166428571","14.010840357143","80.9893798690476","29.9815303988095","891.64128452381","1.064285714307","4.14205425712158"
"159","06-08","32.218389761905","14.267092380952","79.3490215714286","30.1627280119048","887.39043452381","0.953599999851","4.163740950149"
"160","06-09","32.762181666667","14.371504404762","79.0559198928571","29.1022683690476","897.26811452381","0.874842857079","4.2141965881591"
"161","06-10","32.634629285714","14.721526428571","78.4955654761905","29.55963875","885.678189761904","1.089828571386","4.0534783881378"
"162","06-11","32.521690357143","14.535604761905","79.2990920595238","29.7314456547619","890.241951428572","0.928057142772","4.34651635484704"
"163","06-12","32.818710238095","14.82835702381","76.5320425119048","28.9438659761905","883.022748904762","0.953599999851","4.38135876443472"
"164","06-13","32.957115238095","14.848282857143","76.3000414285714","28.8617244761905","893.55217904762","0.955728571386","4.1891967381378"
"165","06-14","33.064043333333","14.906218690476","76.4284364761905","28.7250941547619","883.413393809524","0.834400000149","4.24231930223196"
"166","06-15","33.36976047619","15.364235238095","75.2130335833333","28.3008714761905","872.983059166666","0.876971428614","4.24809423567172"
"167","06-16","33.46232297619","15.305420714286","76.0086039761905","28.3521692380952","889.32594904762","0.821628571386","4.27155914766162"
"168","06-17","33.395954285714","15.349116785714","77.1283458214286","28.9009684583333","882.426878809524","0.823757142921","4.2151435118409"
"169","06-18","33.805638690476","15.420328690476","78.405790452381","28.5990959285714","875.800022857142","0.930185714307","4.09946320474062"
"170","06-19","33.83081702381","15.383715","78.445727547619","28.2851982797619","878.678672380952","0.740742857079","4.26936637625434"
"171","06-20","33.969309880952","15.455277857143","78.6270049285714","28.0257238452381","875.09211095238","0.766285714158","4.33323691679438"
"172","06-21","33.849690238095","15.555102380952","76.829312547619","28.1272539404762","886.689274761904","0.768414285693","4.45591484525938"
"173","06-22","34.524022619048","15.660407619048","76.4197411785714","26.9586064404762","883.769116904762","0.876971428614","4.18938979519552"
"174","06-23","34.564326071429","16.0362475","75.2370710238095","27.1769217261905","888.494277380952","0.80885714307","4.1313402974062"
"175","06-24","34.379315238095","16.073394404762","73.7875253809524","27.1842708511905","889.00921904762","0.823757142921","4.27268513326948"
"176","06-25","34.757654166667","15.912684285714","75.1544925595238","26.5225949285714","899.321996904762","0.772671428763","4.27135649980842"
"177","06-26","34.706569404762","16.04134297619","75.7511154404762","27.0301634880952","897.525116904762","0.819499999851","4.01240862395852"
"178","06-27","34.886303095238","16.130430952381","76.6996296190476","27.2327916309524","900.401360714286","0.793957142772","4.05316684294228"
"179","06-28","35.124533452381","16.316428214286","77.5329035952381","27.3405731666667","888.327668571428","0.779057142921","4.26146692374566"
"180","06-29","35.075291547619","16.393969404762","77.8351134642857","27.6117854047619","889.890268333334","0.702428571237","4.2970826335249"
"181","06-30","35.174157619048","16.54943202381","75.9743816547619","27.2704452857143","888.416905238096","0.736485714456","4.20278823792496"
"182","07-01","35.23464547619","16.645847857143","75.9023238571429","27.2827162857143","881.386241904762","0.71945714307","4.0612679116919"
"183","07-02","35.104911547619","16.623451190476","76.7091028571429","27.6643792619048","887.727678333334","0.679014285693","4.39562485240224"
"184","07-03","35.019776904762","16.504691547619","79.1557656547619","28.1226969166667","895.189837619048","0.806728571535","4.22522943560786"
"185","07-04","35.084979404762","16.615158928571","78.7797491785714","27.9061034761905","891.931707380952","0.796085714307","4.0945724761692"
"186","07-05","35.565984880952","16.555521904762","77.8409812142857","27.0825409404762","896.576695714286","0.757771428465","4.03827034534452"
"187","07-06","35.851163571429","16.72582297619","78.9603585833333","27.0808818095238","900.596076190476","0.689657142921","4.02164963088852"
"188","07-07","35.966155833333","16.909445357143","77.7224524523809","26.6058978452381","901.847211904762","0.730099999851","4.03906539300614"
"189","07-08","35.933762738095","16.965591190476","77.1237576428571","26.5033973809524","884.175053333334","0.762028571535","4.07204181417928"
"190","07-09","35.923870357143","16.633266547619","80.4394149880952","26.5563829285714","891.726685714286","0.847171428465","3.861188271535"
"191","07-10","35.249362380952","16.695130238095","79.2789734642857","27.8036571547619","884.706502142858","0.80013","4.0072905452381"
"192","07-11","34.873298333333","16.621054166667","79.0837162142857","28.316045047619","875.496861666666","0.739785","4.24105396428572"
"193","07-12","35.430655714286","16.798090238095","79.4589439047619","27.4237515535714","874.66031595238","0.793425","4.00717917380952"
"194","07-13","35.6854813095241","16.568443571429","81.3831506904762","27.1499960357143","878.160829285714","0.71967","3.98033894761904"
"195","07-14","35.409890119048","16.686231309524","81.5484197619048","27.7062842619048","854.835700714286","0.70179","4.02902813571428"
"196","07-15","35.017389880952","16.679705","81.7291743452381","28.78006975","854.351870714286","0.7599","4.23554750238096"
"197","07-16","35.095655714286","16.88124297619","80.9871617976191","28.4224028095238","858.525441904762","0.780015","4.20613958095238"
"198","07-17","35.232357142857","16.84718202381","81.8847020714286","28.2815700119048","860.413753095238","0.784485","4.1404928404762"
"199","07-18","35.404961309524","16.702595238095","84.0437353452381","28.3146302619048","858.969535","0.730845","4.02591314761904"
"200","07-19","35.337831309524","16.936721785714","83.521389952381","28.451501797619","861.817976428572","0.71967","4.1041174547619"
"201","07-20","34.98422202381","16.883439047619","82.9771472857143","28.8329683214286","856.58027","0.75543","4.17077721904762"
"202","07-21","35.221833928571","16.948729166667","83.55601875","28.1443128928571","845.97456","0.74649","4.29911063571428"
"203","07-22","35.297","17.187566071429","80.9912644166667","27.9482668928571","842.756018333334","0.768414285693","4.12292065240224"
"204","07-23","35.330157261905","17.332140238095","79.5464595","27.7720658928571","826.777919761904","0.768414285693","4.28546492144986"
"205","07-24","35.336414047619","17.17907952381","80.0654981547619","27.5475133690476","824.976766666666","0.75564285693","4.11258677402238"
"206","07-25","35.636449404762","17.202283809524","80.358521547619","26.9928264880952","828.94090547619","0.717328571535","4.18713690703642"
"207","07-26","35.906219404762","17.456317142857","79.2037582619048","26.7155868571429","814.830721904762","0.676885714158","4.08045910012772"
"208","07-27","35.711149285714","17.458195595238","80.0848022380952","27.0989316666667","824.772778571428","0.80034285693","4.13900341687952"
"209","07-28","35.373194285714","17.419640714286","80.1197515952381","27.4333412142857","822.621092619048","0.747128571237","4.32093639781062"
"210","07-29","35.681851190476","17.206973095238","80.6377762142857","26.7489809285714","827.459782857142","0.832271428614","4.08423377376696"
"211","07-30","36.017781190476","17.032610357143","82.9099056666667","26.1085529642857","813.907718333334","0.772671428763","4.12447038552272"
"212","07-31","36.199224404762","17.192146547619","79.5615164880952","25.6167599047619","826.270497142858","0.7152","4.0747867047619"
"213","08-01","35.889188452381","17.124935119048","79.6695809285714","25.8096287738095","823.972283095238","0.742871428614","4.174561471386"
"214","08-02","35.663870238095","16.930845238095","81.2050479047619","26.2249759761905","825.988245714286","0.736485714456","4.21796215697258"
"215","08-03","35.654060476191","16.968218571429","79.8658251666667","25.9610528214286","814.506176904762","0.747128571237","4.20571040019158"
"216","08-04","35.983912261905","17.429245","77.8297191309524","25.4599919404762","790.079503571428","0.793957142772","4.01524030008514"
"217","08-05","36.226553333333","17.284845","79.1011716428571","25.0439183809524","785.785838571428","0.847171428465","4.19277296439214"
"218","08-06","36.095220119048","17.496229523809","77.6388883809524","25.3896743333333","793.27157952381","0.84504285693","4.24746107164142"
"219","08-07","35.697690952381","17.257768571429","80.0244749880952","25.9254950833333","784.636845238096","0.806728571535","4.11019990703642"
"220","08-08","35.494148690476","17.219633928571","80.5858716190476","26.5136370595238","777.265822619048","0.785442857079","4.23526781911148"
"221","08-09","35.482048928571","17.292912738095","79.2160904761905","26.5971913214286","770.498939761904","0.793957142772","4.14819931913276"
"222","08-10","35.997113571429","17.301707619048","79.4988373690476","25.6584414880952","778.73205","0.8046","4.01214141904762"
"223","08-11","35.744093571429","17.2575625","79.8802145595238","25.8709414107143","791.23629047619","0.751385714307","4.13078400712158"
"224","08-12","35.4685925","17.186708333333","81.6056951666667","26.3897917857143","802.59670452381","0.747128571237","4.08757518590586"
"225","08-13","35.434115119048","17.007504642857","82.0276025238095","26.2429256666667","793.611668809524","0.747128571237","4.13706743590586"
"226","08-14","35.387527261905","17.103914285714","81.4154588333333","26.480453452381","775.820901666666","0.76415714307","4.26700549026334"
"227","08-15","35.269982261905","17.183737619048","80.3693801190476","26.6627105952381","770.379588333334","0.723714285693","4.16233282144986"
"228","08-16","35.249463333333","17.353235","80.4702343690476","26.8161695952381","767.345314142858","0.762028571535","3.98404904989358"
"229","08-17","35.460251428571","17.262634285714","81.4906072857143","26.6217541785714","773.853470119048","0.742871428614","4.10632145948124"
"230","08-18","35.203623214286","17.137040833333","82.2449762142857","26.881271547619","776.254219761904","0.766285714158","4.20845425965152"
"231","08-19","35.062842380952","17.003417619048","81.7220393571429","26.9117352380952","768.959464285714","0.806728571535","4.16437967608404"
"232","08-20","34.943478095238","16.708159642857","83.1401003690476","27.0469911547619","778.217288809524","0.76415714307","4.22090184502524"
"233","08-21","35.104946547619","16.82075202381","82.6951608809524","26.7246642797619","773.542183333334","0.717328571535","4.42684473560786"
